seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R
0,7,520,3.594,0,0.0,0.0,0.0,520.0,1.0,0.0,1,520.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,24.0
1,27,508,3.508,0,486.374,0.0,0.0,21.626,1.0,0.0,1,513.878,-12.0,0.0,0.0,0.510204,49.0,513.878,-12.0,0.0,0.0,0.510204,49.0,24.0
2,45,503,3.516,0,486.374,0.0,0.0,16.626,1.0,0.0,1,510.009,-10.878,0.0,0.0,0.355616,37.245,510.009,-10.878,0.0,0.0,0.355616,37.245,24.0
3,65,509,3.492,0,500.437,0.0,0.0,8.563,1.0,0.0,1,509.722,-1.009,0.0,0.0,0.284325,33.535,509.722,-1.009,0.0,0.0,0.284325,33.535,24.0
4,85,504,3.633,0,500.437,0.0,0.0,3.563,1.0,0.0,1,508.316,-5.722,0.0,0.0,0.245848,31.824,508.316,-5.722,0.0,0.0,0.245848,31.824,24.0
5,105,497,3.531,0,500.437,0.0,0.0,3.437,1.0,0.0,1,505.789,-11.316,0.0,0.0,0.22331,30.9,505.789,-11.316,0.0,0.0,0.22331,30.9,24.0
6,125,512,3.531,0,486.546,0.0,0.0,25.454,1.0,0.0,1,507.09,6.211,0.0,0.0,0.209471,30.359,507.09,6.211,0.0,0.0,0.209471,30.359,24.0
7,145,514,3.625,0,486.546,0.0,0.0,27.454,1.0,0.0,1,508.477,6.91,0.0,0.0,0.200728,30.027,508.477,6.91,0.0,0.0,0.200728,30.027,24.0
10,207,514,3.602,0,486.374,0.0,0.0,27.626,1.0,0.0,1,508.962,6.2,0.0,0.0,0.18746,29.537,508.962,6.2,0.0,0.0,0.18746,29.537,24.0
11,227,515,3.578,0,500.437,0.0,0.0,14.563,1.0,0.0,1,510.088,6.038,0.0,0.0,0.186414,29.499,510.088,6.038,0.0,0.0,0.186414,29.499,24.0
12,247,512,3.547,0,500.437,0.0,0.0,11.563,1.0,0.0,1,510.443,1.912,0.0,0.0,0.185721,29.474,510.443,1.912,0.0,0.0,0.185721,29.474,24.0
13,265,511,3.484,0,486.374,0.0,0.0,24.626,1.0,0.0,1,510.546,0.557,0.0,0.0,0.185262,29.457,510.546,0.557,0.0,0.0,0.185262,29.457,24.0
14,285,508,3.602,0,486.374,0.0,0.0,21.626,1.0,0.0,1,510.075,-2.546,0.0,0.0,0.184956,29.446,510.075,-2.546,0.0,0.0,0.184956,29.446,24.0
15,305,514,3.461,0,486.374,0.0,0.0,27.626,1.0,0.0,1,510.8,3.925,0.0,0.0,0.184754,29.439,510.8,3.925,0.0,0.0,0.184754,29.439,24.0
16,325,508,3.523,0,490.318,0.0,0.0,17.682,1.0,0.0,1,510.283,-2.8,0.0,0.0,0.184619,29.434,510.283,-2.8,0.0,0.0,0.184619,29.434,24.0
17,345,514,3.602,0,490.318,0.0,0.0,23.682,1.0,0.0,1,510.969,3.717,0.0,0.0,0.184529,29.431,510.969,3.717,0.0,0.0,0.184529,29.431,24.0
18,365,503,3.539,0,490.318,0.0,0.0,12.682,1.0,0.0,1,509.499,-7.969,0.0,0.0,0.18447,29.429,509.499,-7.969,0.0,0.0,0.18447,29.429,24.0
19,385,509,3.453,0,490.318,0.0,0.0,18.682,1.0,0.0,1,509.407,-0.499,34.628,-1.138,0.18443,29.427,509.424,-0.499,34.628,-1.138,0.151077,35.924,30.497
20,407,515,3.523,0,490.318,0.0,0.0,24.682,1.0,0.0,1,510.528,5.484,24.233,0.309,0.184386,29.426,510.775,5.464,24.222,0.308,0.226727,24.317,18.804
21,427,507,3.508,0,486.546,0.0,0.0,20.454,1.0,0.0,1,509.877,-3.528,24.866,0.183,0.184374,29.425,509.98,-3.775,24.95,0.169,0.210713,24.979,19.715
22,447,507,3.562,0,486.546,0.0,0.0,20.454,1.0,0.0,1,509.347,-2.877,23.571,0.326,0.184367,29.425,509.334,-2.98,23.691,0.306,0.2167,23.785,18.631
23,465,509,3.516,0,486.546,0.0,0.0,22.454,1.0,0.0,1,509.283,-0.347,16.516,0.874,0.184361,29.425,509.237,-0.334,16.657,0.856,0.28969,17.389,12.351
24,485,509,3.586,0,486.546,0.0,0.0,22.454,1.0,0.0,1,509.231,-0.283,15.054,0.549,0.184358,29.425,509.167,-0.237,15.178,0.533,0.296076,15.462,10.884
25,505,510,3.555,0,486.546,0.0,0.0,23.454,1.0,0.0,1,509.372,0.769,12.939,0.242,0.184356,29.425,509.435,0.833,13.057,0.229,0.322101,13.11,8.887
26,525,519,3.57,0,486.374,0.0,0.0,32.626,1.0,0.0,1,511.147,9.628,16.222,0.898,0.184354,29.425,511.598,9.565,16.303,0.881,0.22615,17.079,13.217
28,565,509,3.531,0,486.546,0.0,0.0,22.454,1.0,0.0,1,512.083,-3.779,19.844,1.152,0.184353,29.424,512.394,-4.244,19.832,1.09,0.200171,21.021,16.813
29,585,510,3.562,0,486.546,0.0,0.0,23.454,1.0,0.0,1,511.699,-2.083,18.922,0.738,0.184352,29.424,511.855,-2.394,18.949,0.66,0.225192,19.385,15.02
30,605,515,3.43,0,486.546,0.0,0.0,28.454,1.0,0.0,1,512.307,3.301,17.827,0.601,0.184352,29.424,512.618,3.145,17.791,0.516,0.242693,18.057,13.675
31,627,506,3.57,0,486.202,0.0,0.0,19.798,1.0,0.0,1,509.745,-4.591,23.329,-0.217,0.184351,29.424,509.865,-4.772,23.516,-0.327,0.190059,23.623,19.134
32,647,517,3.578,0,486.202,0.0,0.0,30.798,1.0,0.0,1,511.083,7.255,25.609,0.273,0.184351,29.424,511.145,7.135,25.82,0.157,0.1794,25.845,21.208
33,667,509,3.516,0,486.717,0.0,0.0,22.283,1.0,0.0,1,510.699,-2.083,25.129,-0.027,0.184351,29.424,510.738,-2.145,25.283,-0.147,0.189876,25.304,20.5
34,685,512,3.555,0,486.717,0.0,0.0,25.283,1.0,0.0,1,510.939,1.301,24.791,0.178,0.184351,29.424,510.985,1.262,24.989,0.056,0.195759,24.992,20.1
35,705,507,3.5,0,486.717,0.0,0.0,20.283,1.0,0.0,1,510.212,-3.939,24.866,-0.205,0.184351,29.424,510.201,-3.985,24.987,-0.329,0.196637,25.095,20.161
36,725,511,3.508,0,486.546,0.0,0.0,24.454,1.0,0.0,1,510.358,0.788,21.709,0.233,0.184351,29.424,510.382,0.799,21.94,0.11,0.226147,21.952,16.987
37,745,507,3.602,0,486.546,0.0,0.0,20.454,1.0,0.0,1,509.739,-3.358,22.306,0.09,0.184351,29.424,509.655,-3.382,22.51,-0.034,0.215078,22.511,17.67
38,765,505,3.602,0,486.374,0.0,0.0,18.626,1.0,0.0,1,508.865,-4.739,23.388,-0.177,0.184351,29.424,508.707,-4.655,23.49,-0.296,0.203595,23.578,18.778
39,785,508,3.477,0,486.374,0.0,0.0,21.626,1.0,0.0,1,508.706,-0.865,21.709,-0.494,0.184351,29.424,508.553,-0.707,21.745,-0.604,0.218135,22.11,17.287
40,805,512,3.516,0,486.374,0.0,0.0,25.626,1.0,0.0,1,509.313,3.294,21.851,-0.153,0.184351,29.424,509.301,3.447,21.933,-0.243,0.216941,21.992,17.221
41,827,506,3.508,0,486.717,0.0,0.0,19.283,1.0,0.0,1,508.805,-3.44,22.053,-0.129,0.184351,29.424,508.722,-3.454,22.117,-0.215,0.211891,22.163,17.467
42,847,517,3.539,0,486.717,0.0,0.0,30.283,1.0,0.0,1,510.316,8.195,25.336,0.294,0.184351,29.424,510.243,8.278,25.542,0.21,0.183734,25.587,20.886
43,867,509,3.5,0,486.546,0.0,0.0,22.454,1.0,0.0,1,510.074,-1.316,25.444,0.19,0.184351,29.424,510.008,-1.243,25.618,0.107,0.188745,25.629,20.792
44,885,516,3.531,0,486.546,0.0,0.0,29.454,1.0,0.0,1,511.166,5.926,22.602,0.005,0.184351,29.424,511.3,5.992,22.845,-0.072,0.215508,22.85,17.926
46,925,509,3.594,0,486.374,0.0,0.0,22.626,1.0,0.0,1,510.291,-1.582,18.359,-0.486,0.184351,29.424,510.126,-1.492,18.806,-0.52,0.244949,19.076,14.403
47,945,502,3.516,0,486.374,0.0,0.0,15.626,1.0,0.0,1,508.762,-8.291,21.181,-0.796,0.184351,29.424,508.461,-8.126,21.441,-0.806,0.204972,22.091,17.563
48,965,520,3.508,0,486.717,0.0,0.0,33.283,1.0,0.0,1,510.834,11.238,27.425,-0.4,0.184351,29.424,510.339,11.539,28.105,-0.386,0.162804,28.254,23.654
49,985,511,3.539,0,486.717,0.0,0.0,24.283,1.0,0.0,1,510.865,0.166,23.249,0.074,0.184351,29.424,510.475,0.661,23.634,0.128,0.205114,23.65,18.799
50,1005,511,3.578,0,486.717,0.0,0.0,24.283,1.0,0.0,1,510.89,0.135,22.105,0.31,0.184351,29.424,510.588,0.525,22.371,0.392,0.215579,22.525,17.669
51,1025,504,3.477,0,486.717,0.0,0.0,17.283,1.0,0.0,1,509.619,-6.89,21.786,-0.397,0.184351,29.424,509.158,-6.588,22.064,-0.294,0.217115,22.15,17.341
52,1047,513,3.461,0,486.717,0.0,0.0,26.283,1.0,0.0,1,509.849,3.863,22.644,-0.296,0.184351,29.424,509.581,4.306,22.98,-0.142,0.206085,23.001,18.261
53,1067,507,3.602,0,486.374,0.0,0.0,20.626,1.0,0.0,1,509.324,-2.849,22.303,-0.241,0.184351,29.424,509.036,-2.581,22.535,-0.072,0.211326,22.54,17.777
54,1087,519,3.57,0,486.374,0.0,0.0,32.626,1.0,0.0,1,511.107,9.676,26.97,0.203,0.184351,29.424,510.761,9.964,27.323,0.386,0.173143,27.472,22.716
55,1105,512,3.57,0,486.374,0.0,0.0,25.626,1.0,0.0,1,511.272,0.893,26.315,0.416,0.184351,29.424,510.987,1.239,26.596,0.617,0.18286,26.977,22.044
56,1125,507,3.562,0,486.374,0.0,0.0,20.626,1.0,0.0,1,510.484,-4.272,26.085,0.439,0.184351,29.424,510.236,-3.987,26.265,0.651,0.188505,26.689,21.658
57,1145,502,3.562,0,486.374,0.0,0.0,15.626,1.0,0.0,1,508.92,-8.484,29.836,0.058,0.184351,29.424,508.843,-8.236,29.98,0.274,0.169109,30.055,24.973
58,1165,513,3.523,0,486.202,0.0,0.0,26.798,1.0,0.0,1,509.672,4.08,30.12,0.098,0.184351,29.424,509.559,4.157,30.229,0.31,0.172237,30.325,25.102
59,1185,510,3.562,0,486.202,0.0,0.0,23.798,1.0,0.0,1,509.733,0.328,30.105,0.08,0.184351,29.424,509.637,0.441,30.222,0.297,0.175632,30.31,24.987
60,1205,517,3.625,0,486.202,0.0,0.0,30.798,1.0,0.0,1,511.073,7.267,31.782,0.615,0.184351,29.424,510.86,7.363,31.723,0.838,0.166184,32.425,27.036
