seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R
0,7,480,0.906,0,0.000,0.000,0.000,480.000,1.000,0.000,2,480.000,0.000,0.000,0.000,0.000000,0.000,480.000,0.000,0.000,0.000,0.000000,0.000,24.000
1,25,504,0.844,0,500.608,0.000,0.000,3.392,1.000,0.000,2,492.245,24.000,0.000,0.000,0.510204,49.000,492.245,24.000,0.000,0.000,0.510204,49.000,24.000
2,45,515,0.805,0,500.608,0.000,0.000,14.392,1.000,0.000,2,500.337,22.755,0.000,0.000,0.355616,37.245,500.337,22.755,0.000,0.000,0.355616,37.245,24.000
3,65,523,0.891,0,496.492,0.000,0.000,26.508,1.000,0.000,2,506.781,22.663,0.000,0.000,0.284325,33.535,506.781,22.663,0.000,0.000,0.284325,33.535,24.000
4,85,489,0.930,0,496.492,0.000,0.000,7.492,1.000,0.000,2,502.409,-17.781,0.000,0.000,0.245848,31.824,502.409,-17.781,0.000,0.000,0.245848,31.824,24.000
5,105,525,0.852,0,496.492,0.000,0.000,28.508,1.000,0.000,2,507.454,22.591,0.000,0.000,0.223310,30.900,507.454,22.591,0.000,0.000,0.223310,30.900,24.000
6,125,482,0.953,0,500.780,0.000,0.000,18.780,1.000,0.000,2,502.122,-25.454,0.000,0.000,0.209471,30.359,502.122,-25.454,0.000,0.000,0.209471,30.359,24.000
7,147,492,0.781,0,500.780,0.000,0.000,8.780,1.000,0.000,2,504.167,-15.116,0.000,0.000,0.195103,29.817,504.167,-15.116,0.000,0.000,0.195103,29.817,24.000
8,167,504,1.000,0,500.608,0.000,0.000,3.392,1.000,0.000,2,504.135,-0.167,0.000,0.000,0.191442,29.682,504.135,-0.167,0.000,0.000,0.191442,29.682,24.000
9,185,519,1.109,0,500.608,0.000,0.000,18.392,1.000,0.000,2,506.945,14.865,0.000,0.000,0.189041,29.595,506.945,14.865,0.000,0.000,0.189041,29.595,24.000
10,205,524,1.102,0,500.608,0.000,0.000,23.392,1.000,0.000,2,510.142,17.055,0.000,0.000,0.187460,29.537,510.142,17.055,0.000,0.000,0.187460,29.537,24.000
11,225,512,1.055,0,500.437,0.000,0.000,11.563,1.000,0.000,2,510.488,1.858,0.000,0.000,0.186414,29.499,510.488,1.858,0.000,0.000,0.186414,29.499,24.000
12,245,518,0.977,0,500.437,0.027,0.000,17.563,1.000,0.000,2,511.883,7.512,0.000,0.000,0.185721,29.474,511.883,7.512,0.000,0.000,0.185721,29.474,24.000
13,265,503,0.977,0,500.437,0.027,1.349,2.563,1.000,0.000,2,510.216,-8.856,0.000,0.000,0.185262,29.457,510.216,-8.856,0.000,0.000,0.185262,29.457,24.000
14,285,511,0.984,0,500.437,0.081,1.349,10.563,1.000,0.000,2,510.339,0.811,0.000,0.000,0.184956,29.446,510.339,0.811,0.000,0.000,0.184956,29.446,24.000
15,305,528,0.922,0,500.437,0.162,3.598,27.563,1.000,0.000,2,513.558,17.715,0.000,0.000,0.184754,29.439,513.558,17.715,0.000,0.000,0.184754,29.439,24.000
16,325,509,0.891,0,504.038,0.378,5.397,4.962,1.000,0.000,2,512.628,-4.450,0.000,0.000,0.184619,29.434,512.628,-4.450,0.000,0.000,0.184619,29.434,24.000
17,347,472,0.852,0,504.038,0.675,16.191,32.038,1.000,0.000,2,503.644,-38.802,0.000,0.000,0.184470,29.429,503.644,-38.802,0.000,0.000,0.184470,29.429,24.000
20,405,526,1.078,0,498.379,2.321,34.181,27.621,1.000,0.000,2,509.460,20.279,292.276,2.575,0.184386,29.426,503.102,23.447,299.605,2.816,0.023433,307.533,300.326
21,425,491,0.992,0,496.492,3.130,39.128,5.492,1.000,0.000,2,505.418,-17.678,288.539,0.558,0.184374,29.425,502.004,-11.320,287.012,1.116,0.027883,288.259,280.221
22,445,537,1.250,0,496.492,4.048,43.176,40.508,1.000,0.000,2,510.537,32.445,316.257,3.069,0.184367,29.425,502.079,35.859,322.318,3.798,0.026172,336.746,327.933
