seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R
0,7,431,1.039,0,0.000,0.000,0.000,431.000,1.000,0.000,2,431.000,0.000,0.000,0.000,0.000000,0.000,431.000,0.000,0.000,0.000,0.000000,0.000,24.000
1,25,419,1.070,0,486.374,0.000,0.000,67.374,1.000,0.000,2,424.878,-12.000,0.000,0.000,0.510204,49.000,424.878,-12.000,0.000,0.000,0.510204,49.000,24.000
2,45,446,1.000,0,486.374,0.000,0.000,40.374,1.000,0.000,2,432.389,21.122,0.000,0.000,0.355616,37.245,432.389,21.122,0.000,0.000,0.355616,37.245,24.000
3,65,435,0.977,0,486.374,0.000,0.000,51.374,1.000,0.000,2,433.131,2.611,0.000,0.000,0.284325,33.535,433.131,2.611,0.000,0.000,0.284325,33.535,24.000
4,85,414,1.016,0,486.374,0.000,0.000,72.374,1.000,0.000,2,428.428,-19.131,0.000,0.000,0.245848,31.824,428.428,-19.131,0.000,0.000,0.245848,31.824,24.000
5,105,443,0.977,0,486.374,0.000,0.000,43.374,1.000,0.000,2,431.682,14.572,0.000,0.000,0.223310,30.900,431.682,14.572,0.000,0.000,0.223310,30.900,24.000
6,125,414,0.930,0,486.202,0.000,0.000,72.202,1.000,0.000,2,427.978,-17.682,0.000,0.000,0.209471,30.359,427.978,-17.682,0.000,0.000,0.209471,30.359,24.000
7,147,438,0.992,0,486.202,0.000,0.000,48.202,1.000,0.000,2,431.391,8.211,0.000,0.000,0.195103,29.817,431.391,8.211,0.000,0.000,0.195103,29.817,24.000
8,167,430,1.062,0,486.374,0.000,0.000,56.374,1.000,0.000,2,431.125,-1.391,0.000,0.000,0.191442,29.682,431.125,-1.391,0.000,0.000,0.191442,29.682,24.000
9,187,400,0.938,0,486.374,0.000,0.000,86.374,1.000,0.000,2,425.241,-31.125,0.000,0.000,0.189041,29.595,425.241,-31.125,0.000,0.000,0.189041,29.595,24.000
10,205,413,1.047,0,486.374,0.000,0.000,73.374,1.000,0.000,2,422.946,-12.241,0.000,0.000,0.187460,29.537,422.946,-12.241,0.000,0.000,0.187460,29.537,24.000
11,225,434,0.984,0,486.374,0.000,0.000,52.374,1.000,0.000,2,425.007,11.054,0.000,0.000,0.186414,29.499,425.007,11.054,0.000,0.000,0.186414,29.499,24.000
12,245,415,0.961,0,486.374,0.000,0.000,71.374,1.000,0.000,2,423.148,-10.007,0.000,0.000,0.185721,29.474,423.148,-10.007,0.000,0.000,0.185721,29.474,24.000
13,265,453,1.031,0,486.202,0.000,0.000,33.202,1.000,0.000,2,428.679,29.852,0.000,0.000,0.185262,29.457,428.679,29.852,0.000,0.000,0.185262,29.457,24.000
14,285,430,0.906,0,486.202,0.000,0.000,56.202,1.000,0.000,2,428.923,1.321,0.000,0.000,0.184956,29.446,428.923,1.321,0.000,0.000,0.184956,29.446,24.000
15,305,445,0.953,0,486.202,0.000,0.000,41.202,1.000,0.000,2,431.893,16.077,0.000,0.000,0.184754,29.439,431.893,16.077,0.000,0.000,0.184754,29.439,24.000
16,325,438,0.969,0,486.374,0.000,0.000,48.374,1.000,0.000,2,433.021,6.107,0.000,0.000,0.184619,29.434,433.021,6.107,0.000,0.000,0.184619,29.434,24.000
17,345,417,1.055,0,486.374,0.000,0.000,69.374,1.000,0.000,2,430.064,-16.021,0.000,0.000,0.184529,29.431,430.064,-16.021,0.000,0.000,0.184529,29.431,24.000
18,367,439,1.016,0,490.318,0.000,0.000,51.318,1.000,0.000,2,428.694,12.637,249.235,-0.354,0.184430,29.427,426.638,12.637,249.235,-0.354,0.021765,249.360,243.933
19,387,439,1.055,0,490.318,0.000,0.000,51.318,1.000,0.000,2,430.594,10.306,246.892,0.761,0.184404,29.426,426.950,12.362,249.054,0.864,0.025257,249.801,243.492
20,407,433,1.078,0,490.318,0.000,0.000,57.318,1.000,0.000,2,431.038,2.406,225.423,-0.174,0.184386,29.426,427.139,6.050,229.311,0.111,0.031178,229.323,222.173
21,425,419,0.945,0,486.202,0.000,0.000,67.202,1.000,0.000,2,428.818,-12.038,231.535,-0.907,0.184374,29.425,426.861,-8.139,232.112,-0.427,0.034124,232.295,224.368
22,445,438,0.961,0,486.202,0.000,0.000,48.202,1.000,0.000,2,430.511,9.182,218.013,0.509,0.184367,29.425,427.299,11.139,219.017,1.087,0.039312,220.198,211.541
23,465,415,0.969,0,486.202,0.000,0.000,71.202,1.000,0.000,2,427.652,-15.511,218.694,-0.995,0.184361,29.425,426.771,-12.299,217.078,-0.257,0.042903,217.144,207.828
24,485,440,0.992,0,486.202,0.000,0.000,46.202,1.000,0.000,2,429.928,12.348,211.420,0.506,0.184358,29.425,427.395,13.229,208.600,1.289,0.047162,210.261,200.344
25,505,410,1.094,0,486.202,0.000,0.000,76.202,1.000,0.000,2,426.254,-19.928,226.577,-0.941,0.184356,29.425,426.574,-17.395,221.320,-0.032,0.047211,221.321,210.872
29,587,430,0.906,0,486.202,0.000,0.000,56.202,1.000,0.000,2,424.190,7.123,185.772,-0.226,0.184352,29.424,425.579,4.748,178.195,0.485,0.068850,178.431,166.146
30,607,416,0.945,0,486.202,0.000,0.000,70.202,1.000,0.000,2,422.681,-8.190,184.153,-0.136,0.184352,29.424,424.910,-9.579,177.755,0.507,0.069878,178.012,165.573
31,625,429,0.977,0,490.490,0.000,0.000,61.490,1.000,0.000,2,423.846,6.319,139.890,-1.312,0.184351,29.424,425.293,4.090,133.682,-0.781,0.093601,134.292,121.722
32,645,436,1.062,0,490.490,0.000,0.000,54.490,1.000,0.000,2,426.086,12.154,148.317,-0.771,0.184351,29.424,426.241,10.707,139.840,-0.312,0.088564,139.937,127.544
33,665,409,0.961,0,490.318,0.000,0.000,81.318,1.000,0.000,2,422.936,-17.086,144.686,-2.429,0.184351,29.424,424.747,-17.241,137.964,-1.978,0.086665,141.876,129.580
34,685,413,1.031,0,490.318,0.000,0.000,77.318,1.000,0.000,2,421.105,-9.936,143.218,-3.231,0.184351,29.424,423.769,-11.747,138.671,-2.871,0.083249,146.911,134.681
35,705,446,1.000,0,490.318,0.000,0.000,44.318,1.000,0.000,2,425.694,24.895,170.408,-1.185,0.184351,29.424,425.479,22.231,157.871,-0.958,0.076907,158.789,146.577
36,725,438,1.156,0,486.031,0.000,0.000,48.031,1.000,0.000,2,427.963,12.306,159.067,0.433,0.184351,29.424,426.527,12.521,146.049,0.671,0.083774,146.499,134.226
37,745,438,0.992,0,486.031,0.000,0.000,48.031,1.000,0.000,2,429.813,10.037,156.216,0.303,0.184351,29.424,427.496,11.473,144.720,0.613,0.084390,145.096,132.851
38,765,442,0.945,0,490.318,0.000,0.000,48.318,1.000,0.000,2,432.060,12.187,158.265,0.398,0.184351,29.424,428.693,14.504,147.455,0.720,0.082524,147.974,135.762
39,787,438,0.969,0,490.318,0.027,0.000,52.318,1.000,0.000,2,431.925,7.448,156.166,0.850,0.184351,29.424,429.076,9.721,147.484,1.077,0.082021,148.645,136.453
40,807,437,0.938,0,490.318,0.054,1.349,53.318,1.000,0.000,2,432.839,5.102,153.557,0.646,0.184351,29.424,429.715,7.951,144.759,0.918,0.083736,145.602,133.410
41,827,447,0.953,0,490.318,0.135,4.048,43.318,1.000,0.000,2,435.383,14.242,147.535,2.134,0.184351,29.424,431.014,17.366,147.351,2.401,0.079489,153.117,140.946
42,845,441,1.047,0,490.318,0.324,8.995,49.318,1.000,0.000,2,436.309,5.752,142.863,1.804,0.184351,29.424,431.706,10.120,144.445,2.246,0.081636,149.489,137.285
43,865,442,0.852,0,494.263,0.594,12.143,52.263,1.000,0.000,2,437.160,5.934,118.431,3.097,0.184351,29.424,432.382,10.537,126.642,3.643,0.087252,139.910,127.703
44,885,453,0.969,0,494.263,0.944,16.191,41.263,1.000,0.000,2,439.816,16.164,126.081,3.568,0.184351,29.424,433.650,20.942,140.691,4.368,0.075997,159.773,147.631
45,905,436,1.000,0,494.263,1.403,21.588,58.263,1.000,0.000,2,438.848,-3.492,126.731,3.518,0.184351,29.424,433.530,2.674,138.821,4.597,0.076395,159.951,147.732
46,925,433,0.914,0,484.145,1.943,24.287,51.145,1.000,0.000,2,437.374,-5.363,104.769,4.202,0.184351,29.424,433.041,-0.045,111.659,5.534,0.086347,142.287,130.001
47,945,433,0.867,0,484.145,2.591,29.683,51.145,1.000,0.000,2,436.083,-3.780,104.967,4.189,0.184351,29.424,432.495,0.553,106.580,5.843,0.086875,140.722,128.497
48,965,434,0.883,0,482.430,3.292,34.181,48.430,1.000,0.000,2,435.281,-1.571,106.007,3.755,0.184351,29.424,432.158,2.017,107.234,5.707,0.087005,139.798,127.635
49,985,433,0.891,0,482.430,4.075,36.430,49.430,1.000,0.000,2,434.266,-1.552,100.171,4.086,0.184351,29.424,431.570,1.571,96.095,6.264,0.089445,135.334,123.229
50,1007,453,0.938,0,482.430,4.965,43.176,29.430,1.000,0.000,2,437.798,18.638,108.069,4.523,0.184351,29.424,432.702,21.953,107.581,7.185,0.075348,159.207,147.211
51,1027,431,0.961,0,488.260,5.937,48.573,57.260,1.000,0.000,2,435.752,-5.827,89.759,5.086,0.184351,29.424,431.669,-0.730,80.201,8.011,0.083757,144.372,132.279
52,1047,443,0.992,0,488.260,6.962,51.272,45.260,1.000,0.000,2,436.252,8.273,78.154,5.997,0.184351,29.424,431.672,12.357,60.175,9.216,0.083244,145.107,133.027
53,1065,436,0.992,0,475.913,8.069,53.970,39.913,1.000,0.000,2,435.545,0.557,60.294,4.780,0.184351,29.424,431.372,5.137,51.806,8.361,0.099197,121.715,109.641
