seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R
0,7,543,1.781,0,0.000,0.000,0.000,543.000,1.000,0.000,2,543.000,0.000,0.000,0.000,0.000000,0.000,543.000,0.000,0.000,0.000,0.000000,0.000,24.000
1,27,550,2.055,0,500.780,0.000,0.000,49.220,1.000,0.000,2,546.571,7.000,0.000,0.000,0.510204,49.000,546.571,7.000,0.000,0.000,0.510204,49.000,24.000
2,45,552,2.016,0,500.780,0.000,0.000,51.220,1.000,0.000,2,548.502,5.429,0.000,0.000,0.355616,37.245,548.502,5.429,0.000,0.000,0.355616,37.245,24.000
3,65,540,2.023,0,506.096,0.000,0.000,33.904,1.000,0.000,2,546.085,-8.502,0.000,0.000,0.284325,33.535,546.085,-8.502,0.000,0.000,0.284325,33.535,24.000
4,85,549,2.078,0,506.096,0.000,0.000,42.904,1.000,0.000,2,546.801,2.915,0.000,0.000,0.245848,31.824,546.801,2.915,0.000,0.000,0.245848,31.824,24.000
5,105,547,2.133,0,506.096,0.000,0.000,40.904,1.000,0.000,2,546.846,0.199,0.000,0.000,0.223310,30.900,546.846,0.199,0.000,0.000,0.223310,30.900,24.000
9,185,535,1.922,0,506.096,0.000,0.000,28.904,1.000,0.000,2,543.034,-9.936,0.000,0.000,0.191442,29.682,543.034,-9.936,0.000,0.000,0.191442,29.682,24.000
10,207,548,1.734,0,506.096,0.000,0.000,41.904,1.000,0.000,2,543.806,5.161,0.000,0.000,0.187460,29.537,543.806,5.161,0.000,0.000,0.187460,29.537,24.000
11,227,526,1.453,0,506.096,0.000,0.000,19.904,1.000,0.000,2,540.487,-17.806,0.000,0.000,0.186414,29.499,540.487,-17.806,0.000,0.000,0.186414,29.499,24.000
12,247,540,1.445,0,506.096,0.000,0.000,33.904,1.000,0.000,2,540.396,-0.487,0.000,0.000,0.185721,29.474,540.396,-0.487,0.000,0.000,0.185721,29.474,24.000
13,265,524,1.234,0,505.925,0.000,0.000,18.075,1.000,0.000,2,537.359,-16.396,0.000,0.000,0.185262,29.457,537.359,-16.396,0.000,0.000,0.185262,29.457,24.000
14,285,523,1.156,0,505.925,0.027,1.349,17.075,1.000,0.000,2,534.681,-14.332,0.000,0.000,0.184956,29.446,534.681,-14.332,0.000,0.000,0.184956,29.446,24.000
15,305,511,1.234,0,505.925,0.108,2.699,5.075,1.000,0.000,2,530.262,-23.627,0.000,0.000,0.184754,29.439,530.262,-23.627,0.000,0.000,0.184754,29.439,24.000
16,325,510,1.086,0,500.780,0.270,7.196,9.220,1.000,0.000,2,526.433,-20.154,0.000,0.000,0.184619,29.434,526.433,-20.154,0.000,0.000,0.184619,29.434,24.000
17,345,492,0.938,0,500.780,0.540,9.445,8.780,1.000,0.000,2,519.925,-34.244,0.000,0.000,0.184529,29.431,519.925,-34.244,0.000,0.000,0.184529,29.431,24.000
18,365,509,0.992,0,504.210,0.864,14.842,4.790,1.000,0.000,2,517.668,-10.628,0.000,0.000,0.184470,29.429,517.668,-10.628,0.000,0.000,0.184470,29.429,24.000
19,385,529,0.977,0,504.210,1.268,17.990,24.790,1.000,0.000,2,519.538,11.602,138.526,-6.721,0.184430,29.427,517.741,11.602,138.526,-6.721,0.029546,183.691,178.264
20,405,540,1.617,0,504.210,1.781,22.937,35.790,1.000,0.000,2,522.937,20.921,166.831,-6.024,0.184404,29.426,517.970,22.718,171.827,-5.935,0.030268,207.047,200.780
21,427,458,0.648,0,498.551,2.429,32.382,40.551,1.000,0.000,2,510.970,-64.945,332.389,-8.838,0.184374,29.425,516.086,-59.298,315.835,-8.217,0.020451,383.361,375.521
22,447,476,0.547,0,498.551,3.184,37.779,22.551,1.000,0.000,2,503.907,-34.215,354.235,-10.694,0.184367,29.425,514.589,-39.330,353.577,-10.330,0.018857,460.279,451.599
23,465,461,0.797,0,496.664,4.021,43.176,35.664,1.000,0.000,2,495.468,-42.259,393.612,-12.817,0.184361,29.425,513.102,-52.941,431.761,-12.987,0.015849,600.414,590.898
26,525,492,0.859,0,494.434,7.124,53.970,2.434,1.000,0.000,2,497.263,-6.452,452.401,-11.113,0.184354,29.425,509.985,-18.345,427.176,-13.538,0.019622,610.446,598.468
27,545,529,1.055,0,494.434,8.284,56.668,34.566,1.000,0.000,2,502.189,32.870,544.478,-8.973,0.184353,29.425,509.262,20.149,481.003,-12.033,0.020362,625.808,613.065
28,565,497,0.758,0,500.437,9.553,60.716,3.437,1.000,0.000,2,500.242,-3.975,542.554,-9.120,0.184353,29.424,507.812,-11.047,474.752,-12.534,0.021339,631.857,618.373
29,585,481,0.789,0,500.437,10.929,64.764,19.437,1.000,0.000,2,495.902,-18.271,535.171,-10.291,0.184352,29.424,506.288,-25.840,465.545,-14.084,0.021382,663.910,649.715
30,605,462,0.586,0,500.437,12.413,70.161,38.437,1.000,0.000,2,488.508,-32.499,556.468,-11.026,0.184352,29.424,504.021,-42.884,504.752,-15.338,0.020124,740.011,725.119
31,627,452,0.516,0,488.260,13.978,77.357,36.260,1.000,0.000,2,471.912,-24.413,629.653,-13.951,0.184351,29.424,499.503,-48.244,654.666,-20.230,0.015358,1063.932,1047.593
32,647,508,0.812,0,488.260,15.624,82.304,19.740,1.000,0.000,2,477.223,37.734,756.433,-11.348,0.184351,29.424,498.021,10.143,697.555,-19.007,0.016139,1058.806,1041.717
33,667,512,1.172,0,484.145,17.324,85.003,27.855,1.000,0.000,2,482.247,36.477,854.224,-8.342,0.184351,29.424,496.589,15.679,752.781,-17.041,0.017075,1043.186,1025.373
34,685,519,1.445,0,484.145,19.105,88.151,34.855,1.000,0.000,2,487.944,38.075,946.500,-5.431,0.184351,29.424,495.684,23.734,830.611,-14.847,0.017610,1051.041,1032.532
35,705,506,1.219,0,484.145,20.967,91.749,21.855,1.000,0.000,2,489.776,19.891,929.723,-2.724,0.184351,29.424,494.082,12.151,842.860,-12.527,0.019187,999.789,980.607
36,725,513,1.391,0,488.260,22.883,94.448,24.740,1.000,0.000,2,492.517,25.113,962.150,-0.937,0.184351,29.424,492.599,20.807,895.767,-10.955,0.019507,1015.787,995.973
37,745,507,1.273,0,488.260,24.826,97.146,18.740,1.000,0.000,2,493.998,15.940,968.484,-0.720,0.184351,29.424,491.459,15.858,906.227,-10.743,0.019996,1021.630,1001.202
38,765,509,1.328,0,474.026,26.823,99.844,34.974,1.000,0.000,2,495.135,16.999,960.727,-0.916,0.184351,29.424,489.867,19.538,896.066,-10.902,0.020711,1014.911,993.892
