seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R
0,7,515,3.359,0,0.000,0.000,0.000,515.000,1.000,0.000,2,515.000,0.000,0.000,0.000,0.000000,0.000,515.000,0.000,0.000,0.000,0.000000,0.000,24.000
1,27,511,3.352,0,486.374,0.000,0.000,24.626,1.000,0.000,2,512.959,-4.000,0.000,0.000,0.510204,49.000,512.959,-4.000,0.000,0.000,0.510204,49.000,24.000
2,47,513,3.344,0,486.374,0.000,0.000,26.626,1.000,0.000,2,512.974,0.041,0.000,0.000,0.355616,37.245,512.974,0.041,0.000,0.000,0.355616,37.245,24.000
3,65,519,3.461,0,496.321,0.000,0.000,22.679,1.000,0.000,2,514.687,6.026,0.000,0.000,0.284325,33.535,514.687,6.026,0.000,0.000,0.284325,33.535,24.000
4,85,508,3.344,0,496.321,0.000,0.000,11.679,1.000,0.000,2,513.043,-6.687,0.000,0.000,0.245848,31.824,513.043,-6.687,0.000,0.000,0.245848,31.824,24.000
5,105,511,3.336,0,496.321,0.000,0.000,14.679,1.000,0.000,2,512.587,-2.043,0.000,0.000,0.223310,30.900,512.587,-2.043,0.000,0.000,0.223310,30.900,24.000
6,125,514,3.359,0,500.608,0.000,0.000,13.392,1.000,0.000,2,512.883,1.413,0.000,0.000,0.209471,30.359,512.883,1.413,0.000,0.000,0.209471,30.359,24.000
8,165,511,3.375,0,500.437,0.000,0.000,10.563,1.000,0.000,2,512.373,-1.706,0.000,0.000,0.195103,29.817,512.373,-1.706,0.000,0.000,0.195103,29.817,24.000
9,185,521,3.461,0,500.437,0.000,0.000,20.563,1.000,0.000,2,514.024,8.627,0.000,0.000,0.191442,29.682,514.024,8.627,0.000,0.000,0.191442,29.682,24.000
10,205,510,3.461,0,500.437,0.000,0.000,9.563,1.000,0.000,2,513.264,-4.024,0.000,0.000,0.189041,29.595,513.264,-4.024,0.000,0.000,0.189041,29.595,24.000
11,227,510,3.469,0,500.437,0.000,0.000,9.563,1.000,0.000,2,512.310,-2.839,0.000,0.000,0.186414,29.499,512.310,-2.839,0.000,0.000,0.186414,29.499,24.000
12,247,520,3.289,0,500.437,0.000,0.000,19.563,1.000,0.000,2,513.738,7.690,0.000,0.000,0.185721,29.474,513.738,7.690,0.000,0.000,0.185721,29.474,24.000
13,267,510,3.453,0,490.318,0.000,0.000,19.682,1.000,0.000,2,513.046,-3.738,0.000,0.000,0.185262,29.457,513.046,-3.738,0.000,0.000,0.185262,29.457,24.000
14,285,517,3.336,0,490.318,0.000,0.000,26.682,1.000,0.000,2,513.777,3.954,0.000,0.000,0.184956,29.446,513.777,3.954,0.000,0.000,0.184956,29.446,24.000
15,305,516,3.422,0,490.318,0.000,0.000,25.682,1.000,0.000,2,514.188,2.223,0.000,0.000,0.184754,29.439,514.188,2.223,0.000,0.000,0.184754,29.439,24.000
16,325,512,3.477,0,490.490,0.000,0.000,21.510,1.000,0.000,2,513.784,-2.188,0.000,0.000,0.184619,29.434,513.784,-2.188,0.000,0.000,0.184619,29.434,24.000
17,345,519,3.328,0,490.490,0.000,0.000,28.510,1.000,0.000,2,514.746,5.216,0.000,0.000,0.184529,29.431,514.746,5.216,0.000,0.000,0.184529,29.431,24.000
