seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R
0,7,527,3.516,0,0.000,0.000,0.000,527.000,1.000,0.000,3,527.000,0.000,0.000,0.000,0.000000,0.000,527.000,0.000,0.000,0.000,0.000000,0.000,24.000
1,27,526,3.562,0,500.437,0.000,0.000,25.563,1.000,0.000,3,526.490,-1.000,0.000,0.000,0.510204,49.000,526.490,-1.000,0.000,0.000,0.510204,49.000,24.000
2,47,533,3.656,0,500.437,0.000,0.000,32.563,1.000,0.000,3,528.805,6.510,0.000,0.000,0.355616,37.245,528.805,6.510,0.000,0.000,0.355616,37.245,24.000
3,65,520,3.586,0,500.437,0.000,0.000,19.563,1.000,0.000,3,526.301,-8.805,0.000,0.000,0.284325,33.535,526.301,-8.805,0.000,0.000,0.284325,33.535,24.000
4,85,528,3.648,0,500.437,0.000,0.000,27.563,1.000,0.000,3,526.719,1.699,0.000,0.000,0.245848,31.824,526.719,1.699,0.000,0.000,0.245848,31.824,24.000
8,165,521,3.500,0,490.490,0.000,0.000,30.510,1.000,0.000,3,525.584,-5.696,0.000,0.000,0.195103,29.817,525.584,-5.696,0.000,0.000,0.195103,29.817,24.000
9,185,530,3.500,0,490.490,0.000,0.000,39.510,1.000,0.000,3,526.430,4.416,0.000,0.000,0.191442,29.682,526.430,4.416,0.000,0.000,0.191442,29.682,24.000
10,205,517,3.570,0,490.490,0.000,0.000,26.510,1.000,0.000,3,524.647,-9.430,0.000,0.000,0.189041,29.595,524.647,-9.430,0.000,0.000,0.189041,29.595,24.000
11,227,520,3.594,0,490.490,0.000,0.000,29.510,1.000,0.000,3,522.615,-3.214,0.000,0.000,0.186414,29.499,522.615,-3.214,0.000,0.000,0.186414,29.499,24.000
12,247,528,3.672,0,490.490,0.000,0.000,37.510,1.000,0.000,3,523.615,5.385,0.000,0.000,0.185721,29.474,523.615,5.385,0.000,0.000,0.185721,29.474,24.000
13,267,526,3.539,0,490.490,0.000,0.000,35.510,1.000,0.000,3,524.057,2.385,0.000,0.000,0.185262,29.457,524.057,2.385,0.000,0.000,0.185262,29.457,24.000
14,285,530,3.695,0,490.490,0.000,0.000,39.510,1.000,0.000,3,525.156,5.943,0.000,0.000,0.184956,29.446,525.156,5.943,0.000,0.000,0.184956,29.446,24.000
16,325,514,3.664,0,500.437,0.000,0.000,13.563,1.000,0.000,3,524.278,-12.605,0.000,0.000,0.184619,29.434,524.278,-12.605,0.000,0.000,0.184619,29.434,24.000
17,345,528,3.602,0,500.437,0.000,0.000,27.563,1.000,0.000,3,524.965,3.722,0.000,0.000,0.184529,29.431,524.965,3.722,0.000,0.000,0.184529,29.431,24.000
18,365,527,3.570,0,490.490,0.000,0.000,36.510,1.000,0.000,3,525.340,2.035,0.000,0.000,0.184470,29.429,525.340,2.035,0.000,0.000,0.184470,29.429,24.000
19,385,515,3.516,0,490.490,0.000,0.000,24.510,1.000,0.000,3,523.433,-10.340,39.613,-0.959,0.184430,29.427,523.956,-10.340,39.613,-0.959,0.133902,40.532,35.104
