seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R
0,7,527,3.578,0,0.000,0.000,0.000,527.000,1.000,0.000,3,527.000,0.000,0.000,0.000,0.000000,0.000,527.000,0.000,0.000,0.000,0.000000,0.000,24.000
1,27,518,3.602,0,486.202,0.000,0.000,31.798,1.000,0.000,3,522.408,-9.000,0.000,0.000,0.510204,49.000,522.408,-9.000,0.000,0.000,0.510204,49.000,24.000
2,47,523,3.688,0,486.202,0.000,0.000,36.798,1.000,0.000,3,522.619,0.592,0.000,0.000,0.355616,37.245,522.619,0.592,0.000,0.000,0.355616,37.245,24.000
3,65,515,3.750,0,486.031,0.000,0.000,28.969,1.000,0.000,3,520.452,-7.619,0.000,0.000,0.284325,33.535,520.452,-7.619,0.000,0.000,0.284325,33.535,24.000
4,85,520,3.617,0,486.031,0.000,0.000,33.969,1.000,0.000,3,520.341,-0.452,0.000,0.000,0.245848,31.824,520.341,-0.452,0.000,0.000,0.245848,31.824,24.000
5,105,518,3.719,0,486.031,0.000,0.000,31.969,1.000,0.000,3,519.818,-2.341,0.000,0.000,0.223310,30.900,519.818,-2.341,0.000,0.000,0.223310,30.900,24.000
6,125,520,3.672,0,486.374,0.000,0.000,33.626,1.000,0.000,3,519.856,0.182,0.000,0.000,0.209471,30.359,519.856,0.182,0.000,0.000,0.209471,30.359,24.000
7,145,524,3.648,0,486.374,0.000,0.000,37.626,1.000,0.000,3,520.688,4.144,0.000,0.000,0.200728,30.027,520.688,4.144,0.000,0.000,0.200728,30.027,24.000
8,165,527,3.641,0,486.202,0.000,0.000,40.798,1.000,0.000,3,521.920,6.312,0.000,0.000,0.195103,29.817,521.920,6.312,0.000,0.000,0.195103,29.817,24.000
9,185,518,3.727,0,486.202,0.000,0.000,31.798,1.000,0.000,3,521.169,-3.920,0.000,0.000,0.191442,29.682,521.169,-3.920,0.000,0.000,0.191442,29.682,24.000
10,205,522,3.789,0,486.202,0.000,0.000,35.798,1.000,0.000,3,521.326,0.831,0.000,0.000,0.189041,29.595,521.326,0.831,0.000,0.000,0.189041,29.595,24.000
11,227,525,3.688,0,486.374,0.000,0.000,38.626,1.000,0.000,3,521.046,4.860,0.000,0.000,0.186414,29.499,521.046,4.860,0.000,0.000,0.186414,29.499,24.000
12,247,526,3.758,0,486.374,0.000,0.000,39.626,1.000,0.000,3,521.966,4.954,0.000,0.000,0.185721,29.474,521.966,4.954,0.000,0.000,0.185721,29.474,24.000
13,267,525,3.664,0,486.202,0.000,0.000,38.798,1.000,0.000,3,522.528,3.034,0.000,0.000,0.185262,29.457,522.528,3.034,0.000,0.000,0.185262,29.457,24.000
14,285,528,3.648,0,486.202,0.000,0.000,41.798,1.000,0.000,3,523.540,5.472,0.000,0.000,0.184956,29.446,523.540,5.472,0.000,0.000,0.184956,29.446,24.000
15,305,525,3.664,0,486.202,0.000,0.000,38.798,1.000,0.000,3,523.810,1.460,0.000,0.000,0.184754,29.439,523.810,1.460,0.000,0.000,0.184754,29.439,24.000
16,325,516,3.672,0,486.202,0.000,0.000,29.798,1.000,0.000,3,522.368,-7.810,0.000,0.000,0.184619,29.434,522.368,-7.810,0.000,0.000,0.184619,29.434,24.000
17,345,526,3.648,0,486.202,0.000,0.000,39.798,1.000,0.000,3,523.038,3.632,0.000,0.000,0.184529,29.431,523.038,3.632,0.000,0.000,0.184529,29.431,24.000
20,405,527,3.727,0,486.202,0.000,0.000,40.798,1.000,0.000,3,522.254,5.819,23.746,0.138,0.184404,29.426,522.289,6.053,23.882,0.149,0.221708,23.904,18.604
21,427,520,3.547,0,486.202,0.000,0.000,33.798,1.000,0.000,3,520.898,-1.101,22.847,0.121,0.184374,29.425,520.811,-1.043,22.998,0.134,0.221987,23.016,17.907
22,447,522,3.742,0,486.202,0.000,0.000,35.798,1.000,0.000,3,521.101,1.102,22.872,0.199,0.184367,29.425,521.068,1.189,23.030,0.216,0.215591,23.077,18.101
23,467,521,3.805,0,486.202,0.000,0.000,34.798,1.000,0.000,3,521.083,-0.101,22.542,0.311,0.184361,29.425,521.053,-0.068,22.694,0.330,0.214997,22.803,17.900
24,485,521,3.664,0,486.202,0.000,0.000,34.798,1.000,0.000,3,521.067,-0.083,22.549,0.298,0.184358,29.425,521.042,-0.053,22.700,0.318,0.212642,22.801,17.953
25,505,522,3.648,0,486.202,0.000,0.000,35.798,1.000,0.000,3,521.239,0.933,21.803,0.137,0.184356,29.425,521.252,0.958,21.963,0.159,0.219090,21.989,17.171
26,525,524,3.648,0,486.202,0.000,0.000,37.798,1.000,0.000,3,521.748,2.761,20.210,-0.040,0.184354,29.425,521.894,2.748,20.374,-0.019,0.233727,20.374,15.612
27,545,515,3.695,0,486.202,0.000,0.000,28.798,1.000,0.000,3,520.504,-6.748,21.687,-0.182,0.184353,29.425,520.436,-6.894,21.954,-0.168,0.211487,21.983,17.334
28,565,522,3.719,0,486.202,0.000,0.000,35.798,1.000,0.000,3,520.780,1.496,21.775,-0.149,0.184353,29.424,520.767,1.564,22.053,-0.132,0.211406,22.070,17.405
29,585,526,3.641,0,486.202,0.000,0.000,39.798,1.000,0.000,3,521.742,5.220,20.975,0.429,0.184352,29.424,521.909,5.233,21.239,0.446,0.218271,21.439,16.759
30,605,523,3.586,0,486.202,0.000,0.000,36.798,1.000,0.000,3,521.974,1.258,19.995,0.249,0.184352,29.424,522.159,1.091,20.251,0.258,0.229264,20.317,15.659
31,625,516,3.719,0,486.202,0.000,0.000,29.798,1.000,0.000,3,520.873,-5.974,20.526,-0.298,0.184352,29.424,520.812,-6.159,20.899,-0.298,0.218712,20.987,16.397
32,647,534,3.680,0,486.202,0.000,0.000,47.798,1.000,0.000,3,523.763,12.551,27.019,0.061,0.184351,29.424,523.603,12.493,27.338,0.061,0.167739,27.342,22.755
33,667,524,3.609,0,486.202,0.000,0.000,37.798,1.000,0.000,3,523.807,0.237,26.919,-0.000,0.184351,29.424,523.673,0.397,27.243,0.008,0.176815,27.243,22.426
34,687,508,3.727,0,486.202,0.000,0.000,21.798,1.000,0.000,3,520.893,-15.807,36.201,-0.400,0.184351,29.424,521.539,-15.673,36.327,-0.385,0.136127,36.475,31.510
35,705,521,3.656,0,486.202,0.000,0.000,34.798,1.000,0.000,3,520.912,0.107,35.370,-0.576,0.184351,29.424,521.460,-0.539,35.478,-0.594,0.147623,35.830,30.541
36,725,521,3.672,0,486.202,0.000,0.000,34.798,1.000,0.000,3,520.929,0.088,35.378,-0.570,0.184351,29.424,521.389,-0.460,35.463,-0.615,0.153694,35.841,30.332
38,765,523,3.758,0,486.202,0.000,0.000,36.798,1.000,0.000,3,520.870,2.611,29.608,-0.375,0.184351,29.424,521.198,2.222,29.574,-0.474,0.189284,29.799,24.158
39,785,522,3.695,0,486.202,0.000,0.000,35.798,1.000,0.000,3,521.078,1.130,27.857,-0.006,0.184351,29.424,521.359,0.802,27.839,-0.120,0.200076,27.853,22.281
40,805,530,3.828,0,486.202,0.000,0.000,43.798,1.000,0.000,3,522.723,8.922,31.531,0.495,0.184351,29.424,522.854,8.641,31.400,0.365,0.173085,31.533,26.075
41,825,523,3.641,0,486.374,0.000,0.000,36.626,1.000,0.000,3,522.774,0.277,31.513,0.454,0.184351,29.424,522.880,0.146,31.365,0.312,0.175226,31.463,25.950
42,847,523,3.641,0,486.374,0.000,0.000,36.626,1.000,0.000,3,523.752,-0.922,33.168,0.728,0.184351,29.424,523.747,-0.898,33.040,0.580,0.168507,33.376,27.752
43,867,518,3.672,0,486.374,0.027,1.349,31.626,1.000,0.000,3,522.670,-5.725,35.138,0.395,0.184351,29.424,522.791,-5.720,34.905,0.246,0.162340,34.966,29.289
44,887,521,3.742,0,486.374,0.081,2.699,34.626,1.000,0.000,3,522.318,-1.616,35.012,0.176,0.184351,29.424,522.450,-1.737,34.739,0.021,0.165660,34.739,28.984
45,905,523,3.727,0,486.374,0.216,5.397,36.626,1.000,0.000,3,522.378,0.763,32.491,0.552,0.184351,29.424,522.482,0.631,32.225,0.398,0.179155,32.383,26.581
46,925,531,3.703,0,494.606,0.405,8.095,36.394,1.000,0.000,3,523.835,8.784,35.702,0.916,0.184351,29.424,523.708,8.680,35.460,0.753,0.159937,36.028,30.265
47,945,523,3.719,0,494.606,0.648,13.493,28.394,1.000,0.000,3,523.461,-0.565,34.802,0.627,0.184351,29.424,523.364,-0.438,34.447,0.470,0.168472,34.668,28.827
48,965,525,3.719,0,484.316,0.971,12.593,40.684,1.000,0.000,3,523.591,1.728,34.842,0.651,0.184351,29.424,523.483,1.824,34.518,0.507,0.168415,34.775,28.918
49,985,521,3.711,0,484.316,1.349,17.540,36.684,1.000,0.000,3,522.827,-2.240,33.031,0.837,0.184351,29.424,522.754,-2.132,32.604,0.708,0.177321,33.105,27.235
50,1005,520,3.875,0,484.316,1.808,22.937,35.684,1.000,0.000,3,521.932,-2.368,33.207,0.563,0.184351,29.424,521.888,-2.295,32.672,0.434,0.177396,32.861,27.031
