seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R
0,7,522,3.672,0,0.000,0.000,0.000,522.000,1.000,0.000,3,522.000,0.000,0.000,0.000,0.000000,0.000,522.000,0.000,0.000,0.000,0.000000,0.000,24.000
1,25,517,3.672,0,486.202,0.000,0.000,30.798,1.000,0.000,3,519.449,-5.000,0.000,0.000,0.510204,49.000,519.449,-5.000,0.000,0.000,0.510204,49.000,24.000
2,45,527,3.617,0,486.202,0.000,0.000,40.798,1.000,0.000,3,522.134,7.551,0.000,0.000,0.355616,37.245,522.134,7.551,0.000,0.000,0.355616,37.245,24.000
3,65,523,3.641,0,490.147,0.000,0.000,32.853,1.000,0.000,3,522.380,0.866,0.000,0.000,0.284325,33.535,522.380,0.866,0.000,0.000,0.284325,33.535,24.000
4,85,516,3.539,0,490.147,0.000,0.000,25.853,1.000,0.000,3,520.812,-6.380,0.000,0.000,0.245848,31.824,520.812,-6.380,0.000,0.000,0.245848,31.824,24.000
5,107,524,3.586,0,490.147,0.000,0.000,33.853,1.000,0.000,3,522.219,2.253,0.000,0.000,0.209471,30.359,522.219,2.253,0.000,0.000,0.209471,30.359,24.000
6,127,519,3.656,0,500.266,0.000,0.000,18.734,1.000,0.000,3,521.573,-3.219,0.000,0.000,0.200728,30.027,521.573,-3.219,0.000,0.000,0.200728,30.027,24.000
7,147,523,3.688,0,500.266,0.000,0.000,22.734,1.000,0.000,3,521.851,1.427,0.000,0.000,0.195103,29.817,521.851,1.427,0.000,0.000,0.195103,29.817,24.000
8,165,524,3.680,0,486.374,0.000,0.000,37.626,1.000,0.000,3,522.263,2.149,0.000,0.000,0.191442,29.682,522.263,2.149,0.000,0.000,0.191442,29.682,24.000
9,185,521,3.609,0,486.374,0.000,0.000,34.626,1.000,0.000,3,522.024,-1.263,0.000,0.000,0.189041,29.595,522.024,-1.263,0.000,0.000,0.189041,29.595,24.000
10,205,526,3.672,0,486.374,0.000,0.000,39.626,1.000,0.000,3,522.769,3.976,0.000,0.000,0.187460,29.537,522.769,3.976,0.000,0.000,0.187460,29.537,24.000
11,225,528,3.594,0,486.202,0.000,0.000,41.798,1.000,0.000,3,523.744,5.231,0.000,0.000,0.186414,29.499,523.744,5.231,0.000,0.000,0.186414,29.499,24.000
12,245,511,3.523,0,486.202,0.000,0.000,24.798,1.000,0.000,3,521.378,-12.744,0.000,0.000,0.185721,29.474,521.378,-12.744,0.000,0.000,0.185721,29.474,24.000
13,265,517,3.516,0,486.202,0.000,0.000,30.798,1.000,0.000,3,520.567,-4.378,0.000,0.000,0.185262,29.457,520.567,-4.378,0.000,0.000,0.185262,29.457,24.000
14,285,526,3.648,0,486.202,0.000,0.000,39.798,1.000,0.000,3,521.571,5.433,0.000,0.000,0.184956,29.446,521.571,5.433,0.000,0.000,0.184956,29.446,24.000
15,305,525,3.555,0,486.202,0.000,0.000,38.798,1.000,0.000,3,522.205,3.429,0.000,0.000,0.184754,29.439,522.205,3.429,0.000,0.000,0.184754,29.439,24.000
16,327,519,3.633,0,486.202,0.000,0.000,32.798,1.000,0.000,3,523.540,-5.567,0.000,0.000,0.184529,29.431,523.540,-5.567,0.000,0.000,0.184529,29.431,24.000
17,347,520,3.703,0,486.202,0.000,0.000,33.798,1.000,0.000,3,522.887,-3.540,0.000,0.000,0.184470,29.429,522.887,-3.540,0.000,0.000,0.184470,29.429,24.000
18,367,519,3.656,0,490.318,0.000,0.000,28.682,1.000,0.000,3,522.170,-3.887,32.626,0.166,0.184430,29.427,522.241,-3.887,32.626,0.166,0.166206,32.654,27.227
19,385,536,3.742,0,490.318,0.000,0.000,45.682,1.000,0.000,3,524.720,13.830,39.741,1.107,0.184404,29.426,524.101,13.759,39.651,1.104,0.135192,40.870,35.344
20,405,528,3.500,0,490.318,0.000,0.000,37.682,1.000,0.000,3,525.325,3.280,37.855,0.894,0.184386,29.426,524.682,3.899,37.930,0.921,0.149006,38.779,33.001
21,425,518,3.617,0,490.147,0.000,0.000,27.853,1.000,0.000,3,523.974,-7.325,41.065,0.484,0.184374,29.425,523.717,-6.682,40.678,0.544,0.144416,40.974,35.056
22,445,528,3.609,0,490.147,0.000,0.000,37.853,1.000,0.000,3,524.717,4.026,39.065,1.005,0.184367,29.425,524.369,4.283,38.695,1.077,0.152118,39.855,33.793
25,505,525,3.680,0,486.202,0.000,0.000,38.798,1.000,0.000,3,524.328,0.824,38.286,0.738,0.184356,29.425,524.160,1.002,37.818,0.848,0.160906,38.537,32.336
