seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R
0,7,531,3.516,0,0.000,0.000,0.000,531.000,1.000,0.000,3,531.000,0.000,0.000,0.000,0.000000,0.000,531.000,0.000,0.000,0.000,0.000000,0.000,24.000
1,27,533,3.562,0,496.492,0.000,0.000,36.508,1.000,0.000,3,532.020,2.000,0.000,0.000,0.510204,49.000,532.020,2.000,0.000,0.000,0.510204,49.000,24.000
2,47,515,3.562,0,496.492,0.000,0.000,18.508,1.000,0.000,3,525.968,-17.020,0.000,0.000,0.355616,37.245,525.968,-17.020,0.000,0.000,0.355616,37.245,24.000
3,65,520,3.445,0,500.608,0.000,0.000,19.392,1.000,0.000,3,524.271,-5.968,0.000,0.000,0.284325,33.535,524.271,-5.968,0.000,0.000,0.284325,33.535,24.000
4,85,519,3.516,0,500.608,0.000,0.000,18.392,1.000,0.000,3,522.975,-5.271,0.000,0.000,0.245848,31.824,522.975,-5.271,0.000,0.000,0.245848,31.824,24.000
5,105,530,3.578,0,500.608,0.000,0.000,29.392,1.000,0.000,3,524.544,7.025,0.000,0.000,0.223310,30.900,524.544,7.025,0.000,0.000,0.223310,30.900,24.000
6,125,512,3.539,0,500.437,0.000,0.000,11.563,1.000,0.000,3,521.916,-12.544,0.000,0.000,0.209471,30.359,521.916,-12.544,0.000,0.000,0.209471,30.359,24.000
7,145,528,3.562,0,500.437,0.000,0.000,27.563,1.000,0.000,3,523.137,6.084,0.000,0.000,0.200728,30.027,523.137,6.084,0.000,0.000,0.200728,30.027,24.000
8,165,528,3.617,0,500.437,0.000,0.000,27.563,1.000,0.000,3,524.086,4.863,0.000,0.000,0.195103,29.817,524.086,4.863,0.000,0.000,0.195103,29.817,24.000
9,185,532,3.578,0,500.437,0.000,0.000,31.563,1.000,0.000,3,525.601,7.914,0.000,0.000,0.191442,29.682,525.601,7.914,0.000,0.000,0.191442,29.682,24.000
