seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R
0,7,504,3.438,0,0.000,0.000,0.000,504.000,0.000,0.000,1,504.000,0.000,0.000,0.000,0.000000,0.000,504.000,0.000,0.000,0.000,0.000000,0.000,24.000
1,27,508,3.562,0,492.719,0.000,0.000,15.281,4.000,0.000,1,506.041,4.000,0.000,0.000,0.510204,49.000,506.041,4.000,0.000,0.000,0.510204,49.000,24.000
2,47,516,3.594,0,492.719,0.000,0.000,23.281,8.000,0.000,1,509.582,9.959,0.000,0.000,0.355616,37.245,509.582,9.959,0.000,0.000,0.355616,37.245,24.000
3,65,513,3.617,0,492.891,0.000,0.000,20.109,-3.000,0.000,1,510.554,3.418,0.000,0.000,0.284325,33.535,510.554,3.418,0.000,0.000,0.284325,33.535,24.000
4,85,520,3.617,0,492.891,0.000,0.000,27.109,7.000,0.000,1,512.876,9.446,0.000,0.000,0.245848,31.824,512.876,9.446,0.000,0.000,0.245848,31.824,24.000
5,105,510,3.539,0,492.891,0.000,0.000,17.109,-10.000,0.000,1,512.234,-2.876,0.000,0.000,0.223310,30.900,512.234,-2.876,0.000,0.000,0.223310,30.900,24.000
6,125,509,3.477,0,488.260,0.000,0.000,20.740,-1.000,0.000,1,511.557,-3.234,0.000,0.000,0.209471,30.359,511.557,-3.234,0.000,0.000,0.209471,30.359,24.000
7,145,511,3.547,0,488.260,0.000,0.000,22.740,2.000,0.000,1,511.445,-0.557,0.000,0.000,0.200728,30.027,511.445,-0.557,0.000,0.000,0.200728,30.027,24.000
9,185,502,3.594,0,492.719,0.000,0.000,9.281,-10.000,0.000,1,509.724,-9.553,0.000,0.000,0.191442,29.682,509.724,-9.553,0.000,0.000,0.191442,29.682,24.000
10,205,515,3.586,0,492.719,0.000,0.000,22.281,13.000,0.000,1,510.722,5.276,0.000,0.000,0.189041,29.595,510.722,5.276,0.000,0.000,0.189041,29.595,24.000
11,227,520,3.539,0,492.548,0.000,0.000,27.452,8.000,0.000,1,512.646,9.039,0.000,0.000,0.186414,29.499,512.646,9.039,0.000,0.000,0.186414,29.499,24.000
12,247,503,3.547,0,492.548,0.000,0.000,10.452,-17.000,0.000,1,510.855,-9.646,0.000,0.000,0.185721,29.474,510.855,-9.646,0.000,0.000,0.185721,29.474,24.000
13,267,507,3.406,0,492.719,0.000,0.000,14.281,4.000,0.000,1,510.141,-3.855,0.000,0.000,0.185262,29.457,510.141,-3.855,0.000,0.000,0.185262,29.457,24.000
